segmented_commentText,Label
"و الله ي مكن كلام ها صحيح او ي مكن ي كون في ه مبالغ ه بس انا اعرف احلام ما تضايق احد ال ا اذا ال شخص ظايق ها
",N
"و الله ي هدي نا
",N
"و الله ، خبصت ون ه ، ب ا ، صخام ، قحط ، هاى ، ام ، ال وصخ ، احلام ، احلام ، قحط ، هاى ، ال داعشي ه
",P
"و ال لوم على روان مومريم
",N
"و اللى عرف ل ك هى اصال ه اصل ال فن فعل ا عرف ت كيف ت حجم ك و لان نسى نوال ال كويتي ه اللى هى مدرس ه ال فن ال خليجي ياليت ت تعلمى من هم و ت رتقى شوى رغم انى اشك انك ت فهمى حرف واحد م ما كتب ت
",N
"و ال نبى ي خوف اذا ي طلع ب ليل
",N
"و ال نعم ب اللى ضرب و ها😂😂 ربى ي حفض هم و ي رفع شان هم لعن ه الله علي ك ي اكلب ه ي اخنزير ه
",P
"و ال نعم في ك نتى يا ل غجري ه ال روماني ه . . .
",P
"و ال نعم منك ي سور ي ه اصيل ه ، ، اخت رجال و الله
",N
"و الى طالع علي ها غير ه غير ه اى ي اامقشف ه ي ااعر ه ي ااباير ه
",P
"وان ا احب ك احلام
",N
"وان ا عمبالى ف وهران عند نا ال قحاب😛😂 ظهر ت ماشى غير عند نا
",P
"و ان ت اانى اشفق علي ك ﻻن مريض انت ي اابو خد مشمش ه
",N
"و انت ه شريف شنوو بنت و حاب ه ت ستعرض هذا استعراض يا غبى مو رقص و ﻻ جنس بكرع ت ك جن ها ملعب ياري ت ممكن ت تصل على ال فنان ه فدي ت ها
",P
"و انتو منو و تحجون ع ال قيصر
",N
"و انت وا من وا حتى تعلق ع صوت ال سفير
",N
"و انتووووو منوووووو حتى ت حكم ون على كاظم انتوووو اصلااااا لا شئ كاظم ميحتاج شهاد ت كم ي كفى ال جوائز ال ماخذه ي كفى ال مهرجان ات ال كرم ت ه حول ال عالم و نضال ال احمدي ه مامعروف ه شهر ت نفس ها ب خلاف ات ها مع ال فنان ين و هذا ال فنان ال عراقى صحيح كاظم مو مستوا ك ان ت مستوا ك ال راقص ات ال يرقصن باغاني ك وام ا ال مذيع ه ال كويتي ه و نبيل شعيل مع احترامى ل شعب ال كويت كاظم محد مفظل علي ه بس رب ال عالم ين بس هذه كل ها ب ختصار نااااس ف اشل ه ي غار ون من شخص ناجح
",P
"و انتى ت خلى بنت ك ت تفرج على ال حاج ات دى لي ه اصل ا مش هي ه عاهر ه ازاى ت خلى بنت ك ت تفرج على ال حاج ات دى لي ه اصل ا سبحان الله على ال ناس
",N
"و انتى ال كويتي ه ال متخلف ه ممنوع تدخل ين ال عراق انتى واى كويدى مثل ك حاقد
",P
"و انتى انشال ه ب تشوفى فى اولاد ك و احفاد ك الى ب سير فى اطفال سوريا
",N
"و انتى ت جيب ين نفسج لامل ال عوضي
",N
"و انتى منو طلب رايج متول ين مو امثالج الى ت قيمى ال قيصر و شنوو ال كويت و الله ال شغل ه ال زين ه الى سوا ها صدام حسين ب حيا ت ه ان ه احتل ال كويت
",N
"و انى شنو توصل ين ل تراب ال مغرب و اهل ه و ناس ه انتى وحد ه زبال ه و ال مغرب تاج على راسج ت حياتى من ال عراق ل ل مغرب ال حبيب
",P
"واه هبل ه هبل ه مدرى ايش في ها
",N
"واو على هال ليل ه كل ها مفاجئ ات م وى و برديس و ميريام كلين ك شى مقرف
",N
"واى احد ي قول ال فاظ ب ذيئ ه هذا هو ال فاشل و ال مريض و الذى ي ستحق نفى من هذه ال دنيا
",N
"وايضا كاظم لو كان نجح ب فضل هذه و هذه مجان لحد هس ه ي ركض ون وراه عمى صوت ه رهيب خلى ي وصل ون للى وصل ه كاظم و بعد ين ي حجون
",N
"و ب ال نسب ه ل ل بدوى اگله انت و ين و ال فن و ين اما صباح ال لامى احب اگلك ت بيع قميص ك وصل ت مسح و نبيل شعيل روح اعلف يا بقر ه انت و ينك و وين ال فن
",P
"و ب ال نسب ه ل هذا ال نكر ه ال اخير ال حقيق ه ما اعرف شنو اسم ه بس ال ظاهر كل من انتقد كاظم ال ساهر ي ريد ي جيب شهر ه ل اسم ه ال عفن على اساس انو هو و كاظم بين هم مشاكل مع احترام اتى ل ل علم جورج و سوف و ال باقى كول ه زبل من ال الف ل لياء
",P
"و ب ال نسب ه ل رقم واحد ف موالك ي سوى كاظم و فن ه انت بس اريد اعرف اسم ك ؟ ؟ و منو ل ي عرف ك واذا فن ه تاف ه ي عنى ال وطن ال عربى و ذوق ه كل ه تاف ه ي اتاف ه ي اابن ال تاف ه و غير قميص ك و تعال ت كلم على ابو وسام
",P
"و ب ال نسب ه ل سالف ت ها مع روان ت رى ال اثن ين غلطان ين لان روان ارسل ت صور ت ها ل خطيب مريم و اللى ي قول لا ارسل ت ها ل مريم ب رضو ب تكون روان غلطان ه لان ها ارسل ت ها ل شخص ما تعرف ه وفى ال نهاي ه ب لا عنصر ي ه ت رى كل نا من طين ☺
",N
"و ب ال نسب ه ل هذه ام شعر ال اصفر اسالچ عبد الله رويشد و ي ن ه ال ان و كاظم و ين و لو اجاج و طلب منج اعظائج ال سفلي ه ماراح تنطي هم ل ه ؟ ؟ ! ! دگعدى عفي ه ل ايجيج
",P
"و بعد ين كاظم ال ساهر هو من صنع نفس ه ب صوت ه ال جبار و موهب ت ه ال عظيم ه الى ماراح ت تكرر و لا راح توصل و ربع ها !
",N
"و بعد ين ل خاطر محمد تره ملين ه يومي ه تحج ين لغ ه شكل ثبتى علئ لغ ه مو ساع ه مصرى ساع ه لبنانى و سورى و امارتى لج عيب عليج ثبتى علئ بلدج حتئ نف ت همج
",N
"و ب كل ثق ه ي قول هذا اللى نبي ه حنا ال بن ات 😁
",N
"و بل نسب ه ل ملحم برك ات مبين هذاك هو سكران
",N
"و ب نسب ه ل ل بقي ه مضغوط ين منيم ه لان ماوصل و ل نجومي ت ه
",N
"و بهنئ صاحب ال قناه ع ال فديوه ات ال جميل ه و الله من احلى ال قنوات فى ال يوتيوب و تاخذ ف دي وه ات قوي ه اتمنى ت ستمر و ت طور قنات ك و ت عمل جزء تانى عن احلام فى ف دي وه ات اكثر عن ها
",N
"و تامر آمين و ال نقاض كل هم معرص ين متنسك و قضايا ت خص ال فقر ي اكلاب
",P
"و تبقى هى ال ملك ه ❤️ و صوت ها مي ختلفش علي ه اتنين و نقط ه
",N
"و تجى هذه تحچى مامر ه شكر لبنان واجه و هو ماعند ه فلوس حسبال ها ال انسان ت صنع ه ال فلوس انتى عندج دعار ه او ت تاجرى ب جسم ك و صرتى نجم ه اباحي ه ال ا ال رجل بفن ه اصبح عملاق
",P
"و تحي ه و اكبر سﻻم و حب و احتراام ل ل شعب ال عراقى ال حبيب ال محترم ال صامد
",N
"و ت قول ون ل يش ماتحب ون ال فن ال عربى ب اختصار ال فن ال عربى صار مزبل ه من بعض ال اشخاص حلب ه مصارع ه ه ه مو فن
",P
"و تهدد كثير وهى ال فلبين ي ه احسن من ها
",P
"و ثاني ا ي اساقط ه يم شعر ال اصفر انتى من ال بداي ه گولى انو لان عراقى و نجح و كيح حظ رويشد وابو رويشد فچان هذا ردج بعد ين ذكرتى ال اعتداء فاحب اگلج ندش مر ه و مرتين و خمس ين و ن جرچ من كفشتج هذه و ماخالق ه الله ل يدش علي ن ه من ال عرب او دول كم ال صغير ه
",P
"وج ال نعال حرام
",P
"وجع شكد مكروه ه 😪
",P
"وجع وش ذا ال حاقد ين على كاظم هههههههه ه ال غير ه تسوى ال عجب
",N
"وجع ياسامج ين
",N
"و جع ت مفاصل امى . . ان شاء الله بيك . . . . يا عاااااااااااار . . . و اللى ي گولى حري ه شخصي ه . . . هذا گرن . . . . و ما ي حتاج اجاوز بعد
",P
"و جعع ت قهر
",N
"و جعععع انشاء الله حسبى الله علي ها هى و اللى نفس اشكال ها نسال الله ال سلام ه و ال عافي ه 👏
",N
"وجه ال حصان ال اعور
",P
"وجه ال خرا ي اخر ا شنو هذا عبال ك حصان ايموع ب روح ه و ميفيد
",P
"وجه ال زرب ه ام خيس ه احلام ال بقر ه
",P
"وجه ال قرررد ه
",P
"وجه ال قندر ه مي مثل ال عراق
",P
"وجه ال قندر ه منوي باوعلك متحول من صف ت ك و احديخاف
",P
"وجه ال كرك ي للعب ال نفسس
",P
"وجه الوب باع صوت ه زرف طبل ت اذانى 😂
",P
"وجه جديد ب ال ساح ه طبع ا سعد ال حلى مات و كثرو هس ه اخذ دور ه و غتصب هم ب دريل همر
",P
"وجه شيطانى لعن ه الله علي ك جنس ثالث ان ت ناقص اولا غير ت من نفس ك من رجل الى امراه و ثاني ا ان ت عراقى و ل لاسف ان ت عراقى و ت حجى لبنانى ناكر ل اصلك و ل جنس ك و ب ال مناسب ه وجه ك بشع ماتثير كلب ي
",P
"وجها اسود على اراب اي دول
",P
"وجه ه نظرى ان نا لا ي مكن ان ت كون ال نصيح ه ب هذه ال طريق ه بل اظهار ان نا على مستوى اعلى من هم فى ال تربي ه خاص ه اما ب هذه ال طريق ه ف متاسف .
",N
"وجه ك طويل هههههه ه
",N
"وجه ك ن حس لى كن تاكى بعد كلم ت ك صار محد ي عبر ه
",N
"وجه ك وجه ه ل طيز
",P
"وجه ها ت قول سطل ادهان و جسم ها كل ه سل ي كون باقى ال مواسير و تكمل ال سباك ه 😂😂😂😂
",P
"وجه ها كان ها طلع ت من ال زق
",P
"وجه ها مقرف استغفر الله ت سد ال نفس و مرهل ه كمان
",P
"و جورج و سوف ماي عرف لسان ه من . . . . . جاى ي قيم ال قيصر ياب ه روح اشرب مخدر ات ان ت و عدل اخلاق ك ل انو ال فن اخلاق و تواضع قبل لا ت كون صوت
",N
"وجوز ها جحش مثل ها ي قول نمسا بل تركى ي عنى نامو انا صرلى سن تين ب ترك ي ه و نامو بل تركى ي عنى ( ياط ) ي اجحش واحلام لو مافى عد ها مصارى ماتس وا شى و هي ا ي لى عم ت دعم ارب اي دل مشان هي ك بد ها تضل
",P
